PRODUCT_ID,LOCATION_ID,PERIOD_DT,STOCK_QTY,MODIFIED_DTTM,DELETE_FLG
80011,600009,28-Feb-21,6624,01JUL2021:14:31:06,0
80011,600009,7-Mar-21,8765,01JUL2021:14:31:06,0
80011,600009,14-Mar-21,9115,01JUL2021:14:31:06,0
80011,600009,21-Mar-21,7635,01JUL2021:14:31:06,0
80011,600009,28-Mar-21,8394,01JUL2021:14:31:06,0
80011,600009,4-Apr-21,8362,01JUL2021:14:31:06,0
80011,600009,11-Apr-21,7652,01JUL2021:14:31:06,0
80011,600009,18-Apr-21,10919,01JUL2021:14:31:06,0
80011,600009,25-Apr-21,7494,01JUL2021:14:31:06,0
80011,600010,28-Feb-21,7115,01JUL2021:14:31:06,0
80011,600010,7-Mar-21,12442,01JUL2021:14:31:06,0
80011,600010,14-Mar-21,7722,01JUL2021:14:31:06,0
80011,600010,21-Mar-21,11736,01JUL2021:14:31:06,0
80011,600010,28-Mar-21,7610,01JUL2021:14:31:06,0
80011,600010,4-Apr-21,12049,01JUL2021:14:31:06,0
80011,600010,11-Apr-21,6849,01JUL2021:14:31:06,0
80011,600010,18-Apr-21,13096,01JUL2021:14:31:06,0
80011,600010,25-Apr-21,8788,01JUL2021:14:31:06,0
80011,600010,28-Feb-21,10125,01JUL2021:14:31:06,0
80011,600010,7-Mar-21,10766,01JUL2021:14:31:06,0
80011,600010,14-Mar-21,7932,01JUL2021:14:31:06,0
80011,600010,21-Mar-21,12266,01JUL2021:14:31:06,0
80011,600010,28-Mar-21,7191,01JUL2021:14:31:06,0
80011,600010,4-Apr-21,11319,01JUL2021:14:31:06,0
80011,600010,11-Apr-21,9622,01JUL2021:14:31:06,0
80011,600010,18-Apr-21,10661,01JUL2021:14:31:06,0
80011,600010,25-Apr-21,8921,01JUL2021:14:31:06,0
80011,600004,28-Feb-21,7089,01JUL2021:14:31:06,0
80011,600004,7-Mar-21,13192,01JUL2021:14:31:06,0
80011,600004,14-Mar-21,9133,01JUL2021:14:31:06,0
80011,600004,21-Mar-21,14968,01JUL2021:14:31:06,0
80011,600004,28-Mar-21,8110,01JUL2021:14:31:06,0
80011,600004,4-Apr-21,15897,01JUL2021:14:31:06,0
80011,600004,11-Apr-21,6355,01JUL2021:14:31:06,0
80011,600004,18-Apr-21,15773,01JUL2021:14:31:06,0
80011,600004,25-Apr-21,7635,01JUL2021:14:31:06,0
80011,600005,28-Feb-21,25766,01JUL2021:14:31:06,0
80011,600005,7-Mar-21,47286,01JUL2021:14:31:06,0
80011,600005,14-Mar-21,30189,01JUL2021:14:31:06,0
80011,600005,21-Mar-21,48685,01JUL2021:14:31:06,0
80011,600005,28-Mar-21,28402,01JUL2021:14:31:06,0
80011,600005,4-Apr-21,43714,01JUL2021:14:31:06,0
80011,600005,11-Apr-21,34058,01JUL2021:14:31:06,0
80011,600005,18-Apr-21,38661,01JUL2021:14:31:06,0
80011,600005,25-Apr-21,32143,01JUL2021:14:31:06,0
80011,600005,28-Feb-21,37943,01JUL2021:14:31:06,0
80011,600005,7-Mar-21,31431,01JUL2021:14:31:06,0
80011,600005,14-Mar-21,44258,01JUL2021:14:31:06,0
80011,600005,21-Mar-21,25716,01JUL2021:14:31:06,0
80011,600005,28-Mar-21,44604,01JUL2021:14:31:06,0
80011,600005,4-Apr-21,32785,01JUL2021:14:31:06,0
80011,600005,11-Apr-21,40845,01JUL2021:14:31:06,0
80011,600005,18-Apr-21,34923,01JUL2021:14:31:06,0
80011,600005,25-Apr-21,38361,01JUL2021:14:31:06,0
80011,600002,28-Feb-21,5439,01JUL2021:14:31:06,0
80011,600002,7-Mar-21,9536,01JUL2021:14:31:06,0
80011,600002,14-Mar-21,5772,01JUL2021:14:31:06,0
80011,600002,21-Mar-21,11193,01JUL2021:14:31:06,0
80011,600002,28-Mar-21,4020,01JUL2021:14:31:06,0
80011,600002,4-Apr-21,10183,01JUL2021:14:31:06,0
80011,600002,11-Apr-21,4938,01JUL2021:14:31:06,0
80011,600002,18-Apr-21,11056,01JUL2021:14:31:06,0
80011,600002,25-Apr-21,4952,01JUL2021:14:31:06,0
80011,600002,28-Feb-21,8149,01JUL2021:14:31:06,0
80011,600002,7-Mar-21,10090,01JUL2021:14:31:06,0
80011,600002,14-Mar-21,9201,01JUL2021:14:31:06,0
80011,600002,21-Mar-21,7775,01JUL2021:14:31:06,0
80011,600002,28-Mar-21,10233,01JUL2021:14:31:06,0
80011,600002,4-Apr-21,6854,01JUL2021:14:31:06,0
80011,600002,11-Apr-21,11130,01JUL2021:14:31:06,0
80011,600002,18-Apr-21,8217,01JUL2021:14:31:06,0
80011,600002,25-Apr-21,9605,01JUL2021:14:31:06,0
80011,600008,28-Feb-21,3113,01JUL2021:14:31:06,0
80011,600008,7-Mar-21,5780,01JUL2021:14:31:06,0
80011,600008,14-Mar-21,3897,01JUL2021:14:31:06,0
80011,600008,21-Mar-21,4403,01JUL2021:14:31:06,0
80011,600008,28-Mar-21,3575,01JUL2021:14:31:06,0
80011,600008,4-Apr-21,4748,01JUL2021:14:31:06,0
80011,600008,11-Apr-21,3667,01JUL2021:14:31:06,0
80011,600008,18-Apr-21,5473,01JUL2021:14:31:06,0
80011,600008,25-Apr-21,3767,01JUL2021:14:31:06,0
80011,600011,28-Feb-21,4047,01JUL2021:14:31:06,0
80011,600011,7-Mar-21,6679,01JUL2021:14:31:06,0
80011,600011,14-Mar-21,5736,01JUL2021:14:31:06,0
80011,600011,21-Mar-21,4827,01JUL2021:14:31:06,0
80011,600011,28-Mar-21,5723,01JUL2021:14:31:06,0
80011,600011,4-Apr-21,4638,01JUL2021:14:31:06,0
80011,600011,11-Apr-21,6805,01JUL2021:14:31:06,0
80011,600011,18-Apr-21,4408,01JUL2021:14:31:06,0
80011,600011,25-Apr-21,7219,01JUL2021:14:31:06,0
80011,600012,28-Feb-21,3014,01JUL2021:14:31:06,0
80011,600012,7-Mar-21,5262,01JUL2021:14:31:06,0
80011,600012,14-Mar-21,3477,01JUL2021:14:31:06,0
80011,600012,21-Mar-21,5303,01JUL2021:14:31:06,0
80011,600012,28-Mar-21,3350,01JUL2021:14:31:06,0
80011,600012,4-Apr-21,5267,01JUL2021:14:31:06,0
80011,600012,11-Apr-21,3468,01JUL2021:14:31:06,0
80011,600012,18-Apr-21,5958,01JUL2021:14:31:06,0
80011,600012,25-Apr-21,3707,01JUL2021:14:31:06,0
80024,600009,28-Feb-21,7622,01JUL2021:14:31:06,0
80024,600009,7-Mar-21,9112,01JUL2021:14:31:06,0
80024,600009,14-Mar-21,8027,01JUL2021:14:31:06,0
80024,600009,21-Mar-21,7903,01JUL2021:14:31:06,0
80024,600009,28-Mar-21,7850,01JUL2021:14:31:06,0
80024,600009,4-Apr-21,8587,01JUL2021:14:31:06,0
80024,600009,11-Apr-21,6111,01JUL2021:14:31:06,0
80024,600009,18-Apr-21,10290,01JUL2021:14:31:06,0
80024,600009,25-Apr-21,6594,01JUL2021:14:31:06,0
80024,600010,28-Feb-21,14884,01JUL2021:14:31:06,0
80024,600010,7-Mar-21,16576,01JUL2021:14:31:06,0
80024,600010,14-Mar-21,14433,01JUL2021:14:31:06,0
80024,600010,21-Mar-21,17159,01JUL2021:14:31:06,0
80024,600010,28-Mar-21,11697,01JUL2021:14:31:06,0
80024,600010,4-Apr-21,19851,01JUL2021:14:31:06,0
80024,600010,11-Apr-21,8485,01JUL2021:14:31:06,0
80024,600010,18-Apr-21,21947,01JUL2021:14:31:06,0
80024,600010,25-Apr-21,8990,01JUL2021:14:31:06,0
80024,600010,28-Feb-21,8864,01JUL2021:14:31:06,0
80024,600010,7-Mar-21,23317,01JUL2021:14:31:06,0
80024,600010,14-Mar-21,5861,01JUL2021:14:31:06,0
80024,600010,21-Mar-21,25318,01JUL2021:14:31:06,0
80024,600010,28-Mar-21,6453,01JUL2021:14:31:06,0
80024,600010,4-Apr-21,22496,01JUL2021:14:31:06,0
80024,600010,11-Apr-21,9210,01JUL2021:14:31:06,0
80024,600010,18-Apr-21,23900,01JUL2021:14:31:06,0
80024,600010,25-Apr-21,8051,01JUL2021:14:31:06,0
80024,600004,28-Feb-21,9500,01JUL2021:14:31:06,0
80024,600004,7-Mar-21,19252,01JUL2021:14:31:06,0
80024,600004,14-Mar-21,10031,01JUL2021:14:31:06,0
80024,600004,21-Mar-21,19582,01JUL2021:14:31:06,0
80024,600004,28-Mar-21,8648,01JUL2021:14:31:06,0
80024,600004,4-Apr-21,20120,01JUL2021:14:31:06,0
80024,600004,11-Apr-21,8560,01JUL2021:14:31:06,0
80024,600004,18-Apr-21,21547,01JUL2021:14:31:06,0
80024,600004,25-Apr-21,4892,01JUL2021:14:31:06,0
80024,600002,28-Feb-21,5156,01JUL2021:14:31:06,0
80024,600002,7-Mar-21,12042,01JUL2021:14:31:06,0
80024,600002,14-Mar-21,6498,01JUL2021:14:31:06,0
80024,600002,21-Mar-21,13465,01JUL2021:14:31:06,0
80024,600002,28-Mar-21,6571,01JUL2021:14:31:06,0
80024,600002,4-Apr-21,10911,01JUL2021:14:31:06,0
80024,600002,11-Apr-21,7839,01JUL2021:14:31:06,0
80024,600002,18-Apr-21,11867,01JUL2021:14:31:06,0
80024,600002,25-Apr-21,6854,01JUL2021:14:31:06,0
80024,600002,28-Feb-21,8007,01JUL2021:14:31:06,0
80024,600002,7-Mar-21,10685,01JUL2021:14:31:06,0
80024,600002,14-Mar-21,7773,01JUL2021:14:31:06,0
80024,600002,21-Mar-21,12523,01JUL2021:14:31:06,0
80024,600002,28-Mar-21,8066,01JUL2021:14:31:06,0
80024,600002,4-Apr-21,10495,01JUL2021:14:31:06,0
80024,600002,11-Apr-21,7989,01JUL2021:14:31:06,0
80024,600002,18-Apr-21,11349,01JUL2021:14:31:06,0
80024,600002,25-Apr-21,8408,01JUL2021:14:31:06,0
80024,600008,28-Feb-21,4832,01JUL2021:14:31:06,0
80024,600008,7-Mar-21,6824,01JUL2021:14:31:06,0
80024,600008,14-Mar-21,4765,01JUL2021:14:31:06,0
80024,600008,21-Mar-21,6165,01JUL2021:14:31:06,0
80024,600008,28-Mar-21,5543,01JUL2021:14:31:06,0
80024,600008,4-Apr-21,6104,01JUL2021:14:31:06,0
80024,600008,11-Apr-21,5031,01JUL2021:14:31:06,0
80024,600008,18-Apr-21,6970,01JUL2021:14:31:06,0
80024,600008,25-Apr-21,3815,01JUL2021:14:31:06,0
80024,600011,28-Feb-21,3323,01JUL2021:14:31:06,0
80024,600011,7-Mar-21,6237,01JUL2021:14:31:06,0
80024,600011,14-Mar-21,3067,01JUL2021:14:31:06,0
80024,600011,21-Mar-21,6365,01JUL2021:14:31:06,0
80024,600011,28-Mar-21,4105,01JUL2021:14:31:06,0
80024,600011,4-Apr-21,5327,01JUL2021:14:31:06,0
80024,600011,11-Apr-21,4502,01JUL2021:14:31:06,0
80024,600011,18-Apr-21,5746,01JUL2021:14:31:06,0
80024,600011,25-Apr-21,3495,01JUL2021:14:31:06,0
80024,600012,28-Feb-21,4989,01JUL2021:14:31:06,0
80024,600012,7-Mar-21,6295,01JUL2021:14:31:06,0
80024,600012,14-Mar-21,4820,01JUL2021:14:31:06,0
80024,600012,21-Mar-21,6264,01JUL2021:14:31:06,0
80024,600012,28-Mar-21,5543,01JUL2021:14:31:06,0
80024,600012,4-Apr-21,5719,01JUL2021:14:31:06,0
80024,600012,11-Apr-21,6096,01JUL2021:14:31:06,0
80024,600012,18-Apr-21,5709,01JUL2021:14:31:06,0
80024,600012,25-Apr-21,5299,01JUL2021:14:31:06,0
80045,600009,28-Feb-21,431,01JUL2021:14:31:06,0
80045,600009,7-Mar-21,870,01JUL2021:14:31:06,0
80045,600009,14-Mar-21,430,01JUL2021:14:31:06,0
80045,600009,21-Mar-21,898,01JUL2021:14:31:06,0
80045,600009,28-Mar-21,558,01JUL2021:14:31:06,0
80045,600009,4-Apr-21,817,01JUL2021:14:31:06,0
80045,600009,11-Apr-21,544,01JUL2021:14:31:06,0
80045,600009,18-Apr-21,882,01JUL2021:14:31:06,0
80045,600009,25-Apr-21,430,01JUL2021:14:31:06,0
80045,600010,28-Feb-21,375,01JUL2021:14:31:06,0
80045,600010,7-Mar-21,437,01JUL2021:14:31:06,0
80045,600010,14-Mar-21,429,01JUL2021:14:31:06,0
80045,600010,21-Mar-21,365,01JUL2021:14:31:06,0
80045,600010,28-Mar-21,414,01JUL2021:14:31:06,0
80045,600010,4-Apr-21,434,01JUL2021:14:31:06,0
80045,600010,11-Apr-21,344,01JUL2021:14:31:06,0
80045,600010,18-Apr-21,468,01JUL2021:14:31:06,0
80045,600010,25-Apr-21,317,01JUL2021:14:31:06,0
80045,600010,28-Feb-21,401,01JUL2021:14:31:06,0
80045,600010,7-Mar-21,599,01JUL2021:14:31:06,0
80045,600010,14-Mar-21,389,01JUL2021:14:31:06,0
80045,600010,21-Mar-21,561,01JUL2021:14:31:06,0
80045,600010,28-Mar-21,390,01JUL2021:14:31:06,0
80045,600010,4-Apr-21,580,01JUL2021:14:31:06,0
80045,600010,11-Apr-21,390,01JUL2021:14:31:06,0
80045,600010,18-Apr-21,536,01JUL2021:14:31:06,0
80045,600010,25-Apr-21,495,01JUL2021:14:31:06,0
80045,600004,28-Feb-21,525,01JUL2021:14:31:06,0
80045,600004,7-Mar-21,1104,01JUL2021:14:31:06,0
80045,600004,14-Mar-21,656,01JUL2021:14:31:06,0
80045,600004,21-Mar-21,1031,01JUL2021:14:31:06,0
80045,600004,28-Mar-21,693,01JUL2021:14:31:06,0
80045,600004,4-Apr-21,857,01JUL2021:14:31:06,0
80045,600004,11-Apr-21,773,01JUL2021:14:31:06,0
80045,600004,18-Apr-21,996,01JUL2021:14:31:06,0
80045,600004,25-Apr-21,780,01JUL2021:14:31:06,0
80045,600002,28-Feb-21,326,01JUL2021:14:31:06,0
80045,600002,7-Mar-21,696,01JUL2021:14:31:06,0
80045,600002,14-Mar-21,384,01JUL2021:14:31:06,0
80045,600002,21-Mar-21,699,01JUL2021:14:31:06,0
80045,600002,28-Mar-21,503,01JUL2021:14:31:06,0
80045,600002,4-Apr-21,674,01JUL2021:14:31:06,0
80045,600002,11-Apr-21,426,01JUL2021:14:31:06,0
80045,600002,18-Apr-21,764,01JUL2021:14:31:06,0
80045,600002,25-Apr-21,396,01JUL2021:14:31:06,0
80045,600002,28-Feb-21,434,01JUL2021:14:31:06,0
80045,600002,7-Mar-21,635,01JUL2021:14:31:06,0
80045,600002,14-Mar-21,492,01JUL2021:14:31:06,0
80045,600002,21-Mar-21,774,01JUL2021:14:31:06,0
80045,600002,28-Mar-21,438,01JUL2021:14:31:06,0
80045,600002,4-Apr-21,759,01JUL2021:14:31:06,0
80045,600002,11-Apr-21,356,01JUL2021:14:31:06,0
80045,600002,18-Apr-21,742,01JUL2021:14:31:06,0
80045,600002,25-Apr-21,510,01JUL2021:14:31:06,0
80045,600011,28-Feb-21,462,01JUL2021:14:31:06,0
80045,600011,7-Mar-21,471,01JUL2021:14:31:06,0
80045,600011,14-Mar-21,496,01JUL2021:14:31:06,0
80045,600011,21-Mar-21,555,01JUL2021:14:31:06,0
80045,600011,28-Mar-21,459,01JUL2021:14:31:06,0
80045,600011,4-Apr-21,546,01JUL2021:14:31:06,0
80045,600011,11-Apr-21,425,01JUL2021:14:31:06,0
80045,600011,18-Apr-21,577,01JUL2021:14:31:06,0
80045,600011,25-Apr-21,478,01JUL2021:14:31:06,0
80047,600009,28-Feb-21,520,01JUL2021:14:31:06,0
80047,600009,7-Mar-21,810,01JUL2021:14:31:06,0
80047,600009,14-Mar-21,534,01JUL2021:14:31:06,0
80047,600009,21-Mar-21,887,01JUL2021:14:31:06,0
80047,600009,28-Mar-21,555,01JUL2021:14:31:06,0
80047,600009,4-Apr-21,747,01JUL2021:14:31:06,0
80047,600009,11-Apr-21,586,01JUL2021:14:31:06,0
80047,600009,18-Apr-21,894,01JUL2021:14:31:06,0
80047,600009,25-Apr-21,520,01JUL2021:14:31:06,0
80047,600010,28-Feb-21,479,01JUL2021:14:31:06,0
80047,600010,7-Mar-21,517,01JUL2021:14:31:06,0
80047,600010,14-Mar-21,403,01JUL2021:14:31:06,0
80047,600010,21-Mar-21,499,01JUL2021:14:31:06,0
80047,600010,28-Mar-21,391,01JUL2021:14:31:06,0
80047,600010,4-Apr-21,465,01JUL2021:14:31:06,0
80047,600010,11-Apr-21,434,01JUL2021:14:31:06,0
80047,600010,18-Apr-21,544,01JUL2021:14:31:06,0
80047,600010,25-Apr-21,337,01JUL2021:14:31:06,0
80047,600010,28-Feb-21,524,01JUL2021:14:31:06,0
80047,600010,7-Mar-21,640,01JUL2021:14:31:06,0
80047,600010,14-Mar-21,486,01JUL2021:14:31:06,0
80047,600010,21-Mar-21,550,01JUL2021:14:31:06,0
80047,600010,28-Mar-21,563,01JUL2021:14:31:06,0
80047,600010,4-Apr-21,591,01JUL2021:14:31:06,0
80047,600010,11-Apr-21,576,01JUL2021:14:31:06,0
80047,600010,18-Apr-21,535,01JUL2021:14:31:06,0
80047,600010,25-Apr-21,509,01JUL2021:14:31:06,0
80047,600004,28-Feb-21,567,01JUL2021:14:31:06,0
80047,600004,7-Mar-21,1138,01JUL2021:14:31:06,0
80047,600004,14-Mar-21,583,01JUL2021:14:31:06,0
80047,600004,21-Mar-21,1299,01JUL2021:14:31:06,0
80047,600004,28-Mar-21,483,01JUL2021:14:31:06,0
80047,600004,4-Apr-21,1391,01JUL2021:14:31:06,0
80047,600004,11-Apr-21,381,01JUL2021:14:31:06,0
80047,600004,18-Apr-21,1416,01JUL2021:14:31:06,0
80047,600004,25-Apr-21,302,01JUL2021:14:31:06,0
80047,600002,28-Feb-21,660,01JUL2021:14:31:06,0
80047,600002,7-Mar-21,570,01JUL2021:14:31:06,0
80047,600002,14-Mar-21,661,01JUL2021:14:31:06,0
80047,600002,21-Mar-21,548,01JUL2021:14:31:06,0
80047,600002,28-Mar-21,758,01JUL2021:14:31:06,0
80047,600002,4-Apr-21,583,01JUL2021:14:31:06,0
80047,600002,11-Apr-21,591,01JUL2021:14:31:06,0
80047,600002,18-Apr-21,578,01JUL2021:14:31:06,0
80047,600002,25-Apr-21,595,01JUL2021:14:31:06,0
80047,600002,28-Feb-21,684,01JUL2021:14:31:06,0
80047,600002,7-Mar-21,588,01JUL2021:14:31:06,0
80047,600002,14-Mar-21,655,01JUL2021:14:31:06,0
80047,600002,21-Mar-21,561,01JUL2021:14:31:06,0
80047,600002,28-Mar-21,801,01JUL2021:14:31:06,0
80047,600002,4-Apr-21,514,01JUL2021:14:31:06,0
80047,600002,11-Apr-21,719,01JUL2021:14:31:06,0
80047,600002,18-Apr-21,557,01JUL2021:14:31:06,0
80047,600002,25-Apr-21,712,01JUL2021:14:31:06,0
80047,600011,28-Feb-21,351,01JUL2021:14:31:06,0
80047,600011,7-Mar-21,738,01JUL2021:14:31:06,0
80047,600011,14-Mar-21,284,01JUL2021:14:31:06,0
80047,600011,21-Mar-21,856,01JUL2021:14:31:06,0
80047,600011,28-Mar-21,261,01JUL2021:14:31:06,0
80047,600011,4-Apr-21,741,01JUL2021:14:31:06,0
80047,600011,11-Apr-21,327,01JUL2021:14:31:06,0
80047,600011,18-Apr-21,757,01JUL2021:14:31:06,0
80047,600011,25-Apr-21,335,01JUL2021:14:31:06,0
80047,600012,28-Feb-21,192,01JUL2021:14:31:06,0
80047,600012,7-Mar-21,199,01JUL2021:14:31:06,0
80047,600012,14-Mar-21,250,01JUL2021:14:31:06,0
80047,600012,21-Mar-21,227,01JUL2021:14:31:06,0
80047,600012,28-Mar-21,240,01JUL2021:14:31:06,0
80047,600012,4-Apr-21,203,01JUL2021:14:31:06,0
80047,600012,11-Apr-21,220,01JUL2021:14:31:06,0
80047,600012,18-Apr-21,212,01JUL2021:14:31:06,0
80047,600012,25-Apr-21,226,01JUL2021:14:31:06,0
80049,600009,28-Feb-21,3735,01JUL2021:14:31:06,0
80049,600009,7-Mar-21,8821,01JUL2021:14:31:06,0
80049,600009,14-Mar-21,3314,01JUL2021:14:31:06,0
80049,600009,21-Mar-21,8901,01JUL2021:14:31:06,0
80049,600009,28-Mar-21,2955,01JUL2021:14:31:06,0
80049,600009,4-Apr-21,8931,01JUL2021:14:31:06,0
80049,600009,11-Apr-21,2795,01JUL2021:14:31:06,0
80049,600009,18-Apr-21,9557,01JUL2021:14:31:06,0
80049,600009,25-Apr-21,2468,01JUL2021:14:31:06,0
80049,600010,28-Feb-21,4279,01JUL2021:14:31:06,0
80049,600010,7-Mar-21,6145,01JUL2021:14:31:06,0
80049,600010,14-Mar-21,5342,01JUL2021:14:31:06,0
80049,600010,21-Mar-21,6647,01JUL2021:14:31:06,0
80049,600010,28-Mar-21,4300,01JUL2021:14:31:06,0
80049,600010,4-Apr-21,6098,01JUL2021:14:31:06,0
80049,600010,11-Apr-21,5960,01JUL2021:14:31:06,0
80049,600010,18-Apr-21,5120,01JUL2021:14:31:06,0
80049,600010,25-Apr-21,6320,01JUL2021:14:31:06,0
