PRODUCT_ID,LOCATION_ID,CUSTOMER_ID,DISTR_CHANNEL_ID,PERIOD_START_DT,PERIOD_END_DT,PRICE,PRICE_TYPE,MODIFIED_DTTM,DELETE_FLG
80001,600002,,,12-Jan-20,7-Apr-20,19.68,regular,01JUL2021:14:31:07,0
80001,600002,,,19-Jan-20,14-Apr-20,19.76,regular,01JUL2021:14:31:07,0
80001,600002,,,26-Jan-20,21-Apr-20,19.74,regular,01JUL2021:14:31:07,0
80001,600002,,,2-Feb-20,28-Apr-20,19.87,regular,01JUL2021:14:31:07,0
80001,600002,,,9-Feb-20,5-May-20,19.77,regular,01JUL2021:14:31:07,0
80001,600002,,,16-Feb-20,12-May-20,19.57,regular,01JUL2021:14:31:07,0
80001,600002,,,23-Feb-20,19-May-20,19.81,regular,01JUL2021:14:31:07,0
80001,600002,,,1-Mar-20,26-May-20,19.73,regular,01JUL2021:14:31:07,0
80001,600002,,,8-Mar-20,2-Jun-20,19.44,regular,01JUL2021:14:31:07,0
80001,600002,,,15-Mar-20,9-Jun-20,19.89,regular,01JUL2021:14:31:07,0
80001,600002,,,22-Mar-20,16-Jun-20,19.89,regular,01JUL2021:14:31:07,0
80001,600002,,,29-Mar-20,23-Jun-20,20.39,regular,01JUL2021:14:31:07,0
80001,600002,,,5-Apr-20,30-Jun-20,20.4,regular,01JUL2021:14:31:07,0
80001,600002,,,12-Apr-20,7-Jul-20,19.89,regular,01JUL2021:14:31:07,0
80001,600002,,,19-Apr-20,14-Jul-20,19.91,regular,01JUL2021:14:31:07,0
80001,600002,,,26-Apr-20,21-Jul-20,19.93,regular,01JUL2021:14:31:07,0
80001,600002,,,3-May-20,28-Jul-20,19.83,regular,01JUL2021:14:31:07,0
80001,600002,,,10-May-20,4-Aug-20,19.52,regular,01JUL2021:14:31:07,0
80001,600002,,,17-May-20,11-Aug-20,19.9,regular,01JUL2021:14:31:07,0
80001,600002,,,24-May-20,18-Aug-20,19.9,regular,01JUL2021:14:31:07,0
80001,600002,,,31-May-20,25-Aug-20,19.92,regular,01JUL2021:14:31:07,0
80001,600002,,,7-Jun-20,1-Sep-20,20.41,regular,01JUL2021:14:31:07,0
80001,600002,,,14-Jun-20,8-Sep-20,20.41,regular,01JUL2021:14:31:07,0
80001,600002,,,21-Jun-20,15-Sep-20,20.49,regular,01JUL2021:14:31:07,0
80001,600002,,,28-Jun-20,22-Sep-20,20.3,regular,01JUL2021:14:31:07,0
80001,600002,,,5-Jul-20,29-Sep-20,20.52,regular,01JUL2021:14:31:07,0
80001,600002,,,12-Jul-20,6-Oct-20,20.55,regular,01JUL2021:14:31:07,0
80001,600002,,,19-Jul-20,13-Oct-20,17.02,regular,01JUL2021:14:31:07,0
80001,600002,,,26-Jul-20,20-Oct-20,16.94,regular,01JUL2021:14:31:07,0
80001,600002,,,2-Aug-20,27-Oct-20,17.03,regular,01JUL2021:14:31:07,0
80001,600002,,,9-Aug-20,3-Nov-20,17.04,regular,01JUL2021:14:31:07,0
80001,600002,,,16-Aug-20,10-Nov-20,17.03,regular,01JUL2021:14:31:07,0
80001,600002,,,23-Aug-20,17-Nov-20,17.03,regular,01JUL2021:14:31:07,0
80001,600002,,,30-Aug-20,24-Nov-20,18.2,regular,01JUL2021:14:31:07,0
80001,600002,,,6-Sep-20,1-Dec-20,18.26,regular,01JUL2021:14:31:07,0
80001,600002,,,13-Sep-20,8-Dec-20,18.21,regular,01JUL2021:14:31:07,0
80001,600002,,,20-Sep-20,15-Dec-20,18.2,regular,01JUL2021:14:31:07,0
80001,600002,,,27-Sep-20,22-Dec-20,18.23,regular,01JUL2021:14:31:07,0
80001,600002,,,4-Oct-20,29-Dec-20,18.24,regular,01JUL2021:14:31:07,0
80001,600002,,,11-Oct-20,5-Jan-21,18.28,regular,01JUL2021:14:31:07,0
80001,600002,,,18-Oct-20,12-Jan-21,18.39,regular,01JUL2021:14:31:07,0
80001,600002,,,25-Oct-20,19-Jan-21,18.39,regular,01JUL2021:14:31:07,0
80001,600002,,,1-Nov-20,26-Jan-21,18.25,regular,01JUL2021:14:31:07,0
80001,600002,,,8-Nov-20,2-Feb-21,17.95,regular,01JUL2021:14:31:07,0
80001,600002,,,15-Nov-20,9-Feb-21,18.42,regular,01JUL2021:14:31:07,0
80001,600002,,,22-Nov-20,16-Feb-21,18.17,regular,01JUL2021:14:31:07,0
80001,600002,,,29-Nov-20,23-Feb-21,18.15,regular,01JUL2021:14:31:07,0
80001,600002,,,6-Dec-20,2-Mar-21,18.23,regular,01JUL2021:14:31:07,0
80001,600002,,,13-Dec-20,9-Mar-21,18.2,regular,01JUL2021:14:31:07,0
80001,600002,,,20-Dec-20,16-Mar-21,18.16,regular,01JUL2021:14:31:07,0
80001,600002,,,27-Dec-20,23-Mar-21,17.98,regular,01JUL2021:14:31:07,0
80001,600002,,,3-Jan-21,30-Mar-21,18.21,regular,01JUL2021:14:31:07,0
80001,600002,,,10-Jan-21,6-Apr-21,18.21,regular,01JUL2021:14:31:07,0
80001,600002,,,17-Jan-21,13-Apr-21,17.99,regular,01JUL2021:14:31:07,0
80001,600002,,,24-Jan-21,20-Apr-21,18.23,regular,01JUL2021:14:31:07,0
80001,600002,,,31-Jan-21,27-Apr-21,18.25,regular,01JUL2021:14:31:07,0
80001,600002,,,7-Feb-21,4-May-21,17.95,regular,01JUL2021:14:31:07,0
80001,600002,,,14-Feb-21,11-May-21,18.61,regular,01JUL2021:14:31:07,0
80001,600002,,,21-Feb-21,18-May-21,18.51,regular,01JUL2021:14:31:07,0
80001,600002,,,28-Feb-21,25-May-21,19.96,regular,01JUL2021:14:31:07,0
80001,600004,,,12-Jan-20,7-Apr-20,20.85,regular,01JUL2021:14:31:07,0
80001,600004,,,19-Jan-20,14-Apr-20,20.84,regular,01JUL2021:14:31:07,0
80001,600004,,,26-Jan-20,21-Apr-20,21.34,regular,01JUL2021:14:31:07,0
80001,600004,,,2-Feb-20,28-Apr-20,21.43,regular,01JUL2021:14:31:07,0
80001,600004,,,9-Feb-20,5-May-20,21.46,regular,01JUL2021:14:31:07,0
80001,600004,,,16-Feb-20,12-May-20,21.18,regular,01JUL2021:14:31:07,0
80001,600004,,,23-Feb-20,19-May-20,21.13,regular,01JUL2021:14:31:07,0
80001,600004,,,1-Mar-20,26-May-20,21.15,regular,01JUL2021:14:31:07,0
80001,600004,,,8-Mar-20,2-Jun-20,21.21,regular,01JUL2021:14:31:07,0
80001,600004,,,15-Mar-20,9-Jun-20,21.32,regular,01JUL2021:14:31:07,0
80001,600004,,,22-Mar-20,16-Jun-20,21.56,regular,01JUL2021:14:31:07,0
80001,600004,,,29-Mar-20,23-Jun-20,21.17,regular,01JUL2021:14:31:07,0
80001,600004,,,5-Apr-20,30-Jun-20,21.27,regular,01JUL2021:14:31:07,0
80001,600004,,,12-Apr-20,7-Jul-20,21.34,regular,01JUL2021:14:31:07,0
80001,600004,,,19-Apr-20,14-Jul-20,21.34,regular,01JUL2021:14:31:07,0
80001,600004,,,26-Apr-20,21-Jul-20,21.11,regular,01JUL2021:14:31:07,0
80001,600004,,,3-May-20,28-Jul-20,21.11,regular,01JUL2021:14:31:07,0
80001,600004,,,10-May-20,4-Aug-20,21.07,regular,01JUL2021:14:31:07,0
80001,600004,,,17-May-20,11-Aug-20,20.93,regular,01JUL2021:14:31:07,0
80001,600004,,,24-May-20,18-Aug-20,21.39,regular,01JUL2021:14:31:07,0
80001,600004,,,31-May-20,25-Aug-20,21.02,regular,01JUL2021:14:31:07,0
80001,600004,,,7-Jun-20,1-Sep-20,21.02,regular,01JUL2021:14:31:07,0
80001,600004,,,14-Jun-20,8-Sep-20,20.76,regular,01JUL2021:14:31:07,0
80001,600004,,,21-Jun-20,15-Sep-20,21.19,regular,01JUL2021:14:31:07,0
80001,600004,,,28-Jun-20,22-Sep-20,20.41,regular,01JUL2021:14:31:07,0
80001,600004,,,5-Jul-20,29-Sep-20,20.16,regular,01JUL2021:14:31:07,0
80001,600004,,,12-Jul-20,6-Oct-20,20.35,regular,01JUL2021:14:31:07,0
80001,600004,,,19-Jul-20,13-Oct-20,20.32,regular,01JUL2021:14:31:07,0
80001,600004,,,26-Jul-20,20-Oct-20,20.46,regular,01JUL2021:14:31:07,0
80001,600004,,,2-Aug-20,27-Oct-20,20.28,regular,01JUL2021:14:31:07,0
80001,600004,,,9-Aug-20,3-Nov-20,20.15,regular,01JUL2021:14:31:07,0
80001,600004,,,16-Aug-20,10-Nov-20,20.26,regular,01JUL2021:14:31:07,0
80001,600004,,,23-Aug-20,17-Nov-20,20.14,regular,01JUL2021:14:31:07,0
80001,600004,,,30-Aug-20,24-Nov-20,21.13,regular,01JUL2021:14:31:07,0
80001,600004,,,6-Sep-20,1-Dec-20,21.59,regular,01JUL2021:14:31:07,0
80001,600004,,,13-Sep-20,8-Dec-20,21.69,regular,01JUL2021:14:31:07,0
80001,600004,,,20-Sep-20,15-Dec-20,21.46,regular,01JUL2021:14:31:07,0
80001,600004,,,27-Sep-20,22-Dec-20,21.78,regular,01JUL2021:14:31:07,0
80001,600004,,,4-Oct-20,29-Dec-20,21.3,regular,01JUL2021:14:31:07,0
80001,600004,,,11-Oct-20,5-Jan-21,21.39,regular,01JUL2021:14:31:07,0
80001,600004,,,18-Oct-20,12-Jan-21,21.68,regular,01JUL2021:14:31:07,0
80001,600004,,,25-Oct-20,19-Jan-21,21.51,regular,01JUL2021:14:31:07,0
80001,600004,,,1-Nov-20,26-Jan-21,21.56,regular,01JUL2021:14:31:07,0
80001,600004,,,8-Nov-20,2-Feb-21,21.31,regular,01JUL2021:14:31:07,0
80001,600004,,,15-Nov-20,9-Feb-21,21.64,regular,01JUL2021:14:31:07,0
80001,600004,,,22-Nov-20,16-Feb-21,21.65,regular,01JUL2021:14:31:07,0
80001,600004,,,29-Nov-20,23-Feb-21,21.42,regular,01JUL2021:14:31:07,0
80001,600004,,,6-Dec-20,2-Mar-21,21.68,regular,01JUL2021:14:31:07,0
80001,600004,,,13-Dec-20,9-Mar-21,21.41,regular,01JUL2021:14:31:07,0
80001,600004,,,20-Dec-20,16-Mar-21,21.4,regular,01JUL2021:14:31:07,0
80001,600004,,,27-Dec-20,23-Mar-21,21.22,regular,01JUL2021:14:31:07,0
80001,600004,,,3-Jan-21,30-Mar-21,21.31,regular,01JUL2021:14:31:07,0
80001,600004,,,10-Jan-21,6-Apr-21,21.3,regular,01JUL2021:14:31:07,0
80001,600004,,,17-Jan-21,13-Apr-21,21.35,regular,01JUL2021:14:31:07,0
80001,600004,,,24-Jan-21,20-Apr-21,21.33,regular,01JUL2021:14:31:07,0
80001,600004,,,31-Jan-21,27-Apr-21,21.36,regular,01JUL2021:14:31:07,0
80001,600004,,,7-Feb-21,4-May-21,21.36,regular,01JUL2021:14:31:07,0
80001,600004,,,14-Feb-21,11-May-21,21.33,regular,01JUL2021:14:31:07,0
80001,600004,,,21-Feb-21,18-May-21,21.4,regular,01JUL2021:14:31:07,0
80001,600004,,,28-Feb-21,25-May-21,21.17,regular,01JUL2021:14:31:07,0
80001,600009,,,12-Jan-20,7-Apr-20,21.96,regular,01JUL2021:14:31:07,0
80001,600009,,,19-Jan-20,14-Apr-20,22.43,regular,01JUL2021:14:31:07,0
80001,600009,,,26-Jan-20,21-Apr-20,22.17,regular,01JUL2021:14:31:07,0
80001,600009,,,2-Feb-20,28-Apr-20,22.43,regular,01JUL2021:14:31:07,0
80001,600009,,,9-Feb-20,5-May-20,22.56,regular,01JUL2021:14:31:07,0
80001,600009,,,16-Feb-20,12-May-20,22.55,regular,01JUL2021:14:31:07,0
80001,600009,,,23-Feb-20,19-May-20,22.59,regular,01JUL2021:14:31:07,0
80001,600009,,,1-Mar-20,26-May-20,22.7,regular,01JUL2021:14:31:07,0
80001,600009,,,8-Mar-20,2-Jun-20,22.58,regular,01JUL2021:14:31:07,0
80001,600009,,,15-Mar-20,9-Jun-20,22.94,regular,01JUL2021:14:31:07,0
80001,600009,,,22-Mar-20,16-Jun-20,22.8,regular,01JUL2021:14:31:07,0
80001,600009,,,29-Mar-20,23-Jun-20,22.99,regular,01JUL2021:14:31:07,0
80001,600009,,,5-Apr-20,30-Jun-20,22.5,regular,01JUL2021:14:31:07,0
80001,600009,,,12-Apr-20,7-Jul-20,22.89,regular,01JUL2021:14:31:07,0
80001,600009,,,19-Apr-20,14-Jul-20,23,regular,01JUL2021:14:31:07,0
80001,600009,,,26-Apr-20,21-Jul-20,22.98,regular,01JUL2021:14:31:07,0
80001,600009,,,3-May-20,28-Jul-20,23.12,regular,01JUL2021:14:31:07,0
80001,600009,,,10-May-20,4-Aug-20,22.95,regular,01JUL2021:14:31:07,0
80001,600009,,,17-May-20,11-Aug-20,22.82,regular,01JUL2021:14:31:07,0
80001,600009,,,24-May-20,18-Aug-20,22.61,regular,01JUL2021:14:31:07,0
80001,600009,,,31-May-20,25-Aug-20,23,regular,01JUL2021:14:31:07,0
80001,600009,,,7-Jun-20,1-Sep-20,22.66,regular,01JUL2021:14:31:07,0
80001,600009,,,14-Jun-20,8-Sep-20,22.96,regular,01JUL2021:14:31:07,0
80001,600009,,,21-Jun-20,15-Sep-20,22.81,regular,01JUL2021:14:31:07,0
80001,600009,,,28-Jun-20,22-Sep-20,22.66,regular,01JUL2021:14:31:07,0
80001,600009,,,5-Jul-20,29-Sep-20,22.85,regular,01JUL2021:14:31:07,0
80001,600009,,,12-Jul-20,6-Oct-20,22.7,regular,01JUL2021:14:31:07,0
80001,600009,,,19-Jul-20,13-Oct-20,22.52,regular,01JUL2021:14:31:07,0
80001,600009,,,26-Jul-20,20-Oct-20,22.62,regular,01JUL2021:14:31:07,0
80001,600009,,,2-Aug-20,27-Oct-20,22.7,regular,01JUL2021:14:31:07,0
80001,600009,,,9-Aug-20,3-Nov-20,22.63,regular,01JUL2021:14:31:07,0
80001,600009,,,16-Aug-20,10-Nov-20,22.35,regular,01JUL2021:14:31:07,0
80001,600009,,,23-Aug-20,17-Nov-20,22.5,regular,01JUL2021:14:31:07,0
80001,600009,,,30-Aug-20,24-Nov-20,22.45,regular,01JUL2021:14:31:07,0
80001,600009,,,6-Sep-20,1-Dec-20,22.64,regular,01JUL2021:14:31:07,0
80001,600009,,,13-Sep-20,8-Dec-20,22.73,regular,01JUL2021:14:31:07,0
80001,600009,,,20-Sep-20,15-Dec-20,22.98,regular,01JUL2021:14:31:07,0
80001,600009,,,27-Sep-20,22-Dec-20,22.78,regular,01JUL2021:14:31:07,0
80001,600009,,,4-Oct-20,29-Dec-20,22.76,regular,01JUL2021:14:31:07,0
80001,600009,,,11-Oct-20,5-Jan-21,22.38,regular,01JUL2021:14:31:07,0
80001,600009,,,18-Oct-20,12-Jan-21,22.45,regular,01JUL2021:14:31:07,0
80001,600009,,,25-Oct-20,19-Jan-21,23.22,regular,01JUL2021:14:31:07,0
80001,600009,,,1-Nov-20,26-Jan-21,23.19,regular,01JUL2021:14:31:07,0
80001,600009,,,8-Nov-20,2-Feb-21,23.36,regular,01JUL2021:14:31:07,0
80001,600009,,,15-Nov-20,9-Feb-21,23.34,regular,01JUL2021:14:31:07,0
80001,600009,,,22-Nov-20,16-Feb-21,23.55,regular,01JUL2021:14:31:07,0
80001,600009,,,29-Nov-20,23-Feb-21,23.83,regular,01JUL2021:14:31:07,0
80001,600009,,,6-Dec-20,2-Mar-21,23.79,regular,01JUL2021:14:31:07,0
80001,600009,,,13-Dec-20,9-Mar-21,23.42,regular,01JUL2021:14:31:07,0
80001,600009,,,20-Dec-20,16-Mar-21,23.44,regular,01JUL2021:14:31:07,0
80001,600009,,,27-Dec-20,23-Mar-21,23.07,regular,01JUL2021:14:31:07,0
80001,600009,,,3-Jan-21,30-Mar-21,23.29,regular,01JUL2021:14:31:07,0
80001,600009,,,10-Jan-21,6-Apr-21,23.18,regular,01JUL2021:14:31:07,0
80001,600009,,,17-Jan-21,13-Apr-21,23.13,regular,01JUL2021:14:31:07,0
80001,600009,,,24-Jan-21,20-Apr-21,23.13,regular,01JUL2021:14:31:07,0
80001,600009,,,31-Jan-21,27-Apr-21,23.14,regular,01JUL2021:14:31:07,0
80001,600009,,,7-Feb-21,4-May-21,22.96,regular,01JUL2021:14:31:07,0
80001,600009,,,14-Feb-21,11-May-21,22.78,regular,01JUL2021:14:31:07,0
80001,600009,,,21-Feb-21,18-May-21,22.8,regular,01JUL2021:14:31:07,0
80001,600009,,,28-Feb-21,25-May-21,22.89,regular,01JUL2021:14:31:07,0
80001,600010,,,12-Jan-20,7-Apr-20,22.13,regular,01JUL2021:14:31:07,0
80001,600010,,,19-Jan-20,14-Apr-20,22.42,regular,01JUL2021:14:31:07,0
80001,600010,,,26-Jan-20,21-Apr-20,22.48,regular,01JUL2021:14:31:07,0
80001,600010,,,2-Feb-20,28-Apr-20,22.55,regular,01JUL2021:14:31:07,0
80001,600010,,,9-Feb-20,5-May-20,22.65,regular,01JUL2021:14:31:07,0
80001,600010,,,16-Feb-20,12-May-20,22.6,regular,01JUL2021:14:31:07,0
80001,600010,,,23-Feb-20,19-May-20,22.58,regular,01JUL2021:14:31:07,0
80001,600010,,,1-Mar-20,26-May-20,22.83,regular,01JUL2021:14:31:07,0
